>Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT-1-1 (tRNAscan-SE ID: chr.trna9) chr:780554-780629 (+) Lys (TTT) 76 bp Sc: 94.9
>Danio_rerio_tRNA-Ala-TGC-36-1 (tRNAscan-SE ID: chr21.trna25) Ala (TGC) 72 bp Sc: 67.8 chr21:18503807-18503878 (+)
>Danio_rerio_tRNA-Ala-TGC-36-10 (tRNAscan-SE ID: chr21.trna121) Ala (TGC) 72 bp Sc: 67.8 chr21:18531206-18531277 (+)
>Danio_rerio_tRNA-Ala-TGC-36-11 (tRNAscan-SE ID: chr21.trna177) Ala (TGC) 72 bp Sc: 67.8 chr21:18547010-18547081 (+)
>Danio_rerio_tRNA-Ala-TGC-36-12 (tRNAscan-SE ID: chr21.trna198) Ala (TGC) 72 bp Sc: 67.8 chr21:18553029-18553100 (+)
>Danio_rerio_tRNA-Ala-TGC-36-13 (tRNAscan-SE ID: chr21.trna203) Ala (TGC) 72 bp Sc: 67.8 chr21:18554462-18554533 (+)
>Danio_rerio_tRNA-Ala-TGC-36-14 (tRNAscan-SE ID: chr21.trna211) Ala (TGC) 72 bp Sc: 67.8 chr21:18556758-18556829 (+)
>Danio_rerio_tRNA-Ala-TGC-36-2 (tRNAscan-SE ID: chr21.trna30) Ala (TGC) 72 bp Sc: 67.8 chr21:18505240-18505311 (+)
>Danio_rerio_tRNA-Ala-TGC-36-3 (tRNAscan-SE ID: chr21.trna44) Ala (TGC) 72 bp Sc: 67.8 chr21:18509255-18509326 (+)
>Danio_rerio_tRNA-Ala-TGC-36-4 (tRNAscan-SE ID: chr21.trna49) Ala (TGC) 72 bp Sc: 67.8 chr21:18510688-18510759 (+)
>Danio_rerio_tRNA-Ala-TGC-36-5 (tRNAscan-SE ID: chr21.trna54) Ala (TGC) 72 bp Sc: 67.8 chr21:18512101-18512172 (+)
>Danio_rerio_tRNA-Ala-TGC-36-6 (tRNAscan-SE ID: chr21.trna64) Ala (TGC) 72 bp Sc: 67.8 chr21:18514966-18515037 (+)
>Danio_rerio_tRNA-Ala-TGC-36-7 (tRNAscan-SE ID: chr21.trna83) Ala (TGC) 72 bp Sc: 67.8 chr21:18520390-18520461 (+)
>Danio_rerio_tRNA-Ala-TGC-36-8 (tRNAscan-SE ID: chr21.trna101) Ala (TGC) 72 bp Sc: 67.8 chr21:18525474-18525545 (+)
>Danio_rerio_tRNA-Ala-TGC-36-9 (tRNAscan-SE ID: chr21.trna116) Ala (TGC) 72 bp Sc: 67.8 chr21:18529773-18529844 (+)
>Danio_rerio_tRNA-Ala-TGC-37-1 (tRNAscan-SE ID: chr21.trna239) Ala (TGC) 72 bp Sc: 68.0 chr21:18564753-18564824 (+)
>Danio_rerio_tRNA-Ala-TGC-38-1 (tRNAscan-SE ID: chr21.trna91) Ala (TGC) 72 bp Sc: 64.9 chr21:18522651-18522722 (+)
>Danio_rerio_tRNA-Ala-TGC-38-2 (tRNAscan-SE ID: chr21.trna104) Ala (TGC) 72 bp Sc: 64.9 chr21:18526325-18526396 (+)
>Danio_rerio_tRNA-Ala-TGC-38-3 (tRNAscan-SE ID: chr21.trna214) Ala (TGC) 72 bp Sc: 64.9 chr21:18557609-18557680 (+)
>Danio_rerio_tRNA-Ala-TGC-39-1 (tRNAscan-SE ID: chr21.trna28) Ala (TGC) 72 bp Sc: 63.2 chr21:18504659-18504730 (+)
>Danio_rerio_tRNA-Ala-TGC-39-2 (tRNAscan-SE ID: chr21.trna47) Ala (TGC) 72 bp Sc: 63.2 chr21:18510107-18510178 (+)
>Danio_rerio_tRNA-Ala-TGC-39-3 (tRNAscan-SE ID: chr21.trna119) Ala (TGC) 72 bp Sc: 63.2 chr21:18530625-18530696 (+)
>Danio_rerio_tRNA-Ala-TGC-39-4 (tRNAscan-SE ID: chr21.trna181) Ala (TGC) 72 bp Sc: 63.2 chr21:18548146-18548217 (+)
>Danio_rerio_tRNA-Ala-TGC-39-5 (tRNAscan-SE ID: chr21.trna201) Ala (TGC) 72 bp Sc: 63.2 chr21:18553881-18553952 (+)
>Danio_rerio_tRNA-Ala-TGC-4-1 (tRNAscan-SE ID: chr1.trna44) Ala (TGC) 72 bp Sc: 78.7 chr1:52630148-52630219 (+)
>Danio_rerio_tRNA-Ala-TGC-4-2 (tRNAscan-SE ID: chr1.trna45) Ala (TGC) 72 bp Sc: 78.7 chr1:52630910-52630981 (+)
>Danio_rerio_tRNA-Ala-TGC-4-3 (tRNAscan-SE ID: chr1.trna46) Ala (TGC) 72 bp Sc: 78.7 chr1:52632520-52632591 (+)
>Danio_rerio_tRNA-Ala-TGC-4-4 (tRNAscan-SE ID: chr14.trna31) Ala (TGC) 72 bp Sc: 78.7 chr14:48786953-48787024 (+)
>Danio_rerio_tRNA-Ala-TGC-4-5 (tRNAscan-SE ID: chr20.trna359) Ala (TGC) 72 bp Sc: 78.7 chr20:38837004-38837075 (+)
>Danio_rerio_tRNA-Ala-TGC-4-6 (tRNAscan-SE ID: chr21.trna7) Ala (TGC) 72 bp Sc: 78.7 chr21:16102773-16102844 (+)
>Danio_rerio_tRNA-Ala-TGC-40-1 (tRNAscan-SE ID: chr21.trna234) Ala (TGC) 72 bp Sc: 61.8 chr21:18563325-18563396 (+)
>Danio_rerio_tRNA-Ala-TGC-41-1 (tRNAscan-SE ID: chr21.trna20) Ala (TGC) 72 bp Sc: 65.1 chr21:18502375-18502446 (+)
>Danio_rerio_tRNA-Ala-TGC-41-2 (tRNAscan-SE ID: chr21.trna39) Ala (TGC) 72 bp Sc: 65.1 chr21:18507823-18507894 (+)
>Danio_rerio_tRNA-Ala-TGC-41-3 (tRNAscan-SE ID: chr21.trna111) Ala (TGC) 72 bp Sc: 65.1 chr21:18528341-18528412 (+)
>Danio_rerio_tRNA-Ala-TGC-41-4 (tRNAscan-SE ID: chr21.trna173) Ala (TGC) 72 bp Sc: 65.1 chr21:18545860-18545931 (+)
>Danio_rerio_tRNA-Ala-TGC-41-5 (tRNAscan-SE ID: chr21.trna193) Ala (TGC) 72 bp Sc: 65.1 chr21:18551597-18551668 (+)
>Danio_rerio_tRNA-Ala-TGC-42-1 (tRNAscan-SE ID: chr21.trna76) Ala (TGC) 72 bp Sc: 64.4 chr21:18518393-18518464 (+)
>Danio_rerio_tRNA-Ala-TGC-42-2 (tRNAscan-SE ID: chr21.trna87) Ala (TGC) 72 bp Sc: 64.4 chr21:18521517-18521588 (+)
>Danio_rerio_tRNA-Ala-TGC-42-3 (tRNAscan-SE ID: chr21.trna95) Ala (TGC) 72 bp Sc: 64.4 chr21:18523778-18523849 (+)
>Danio_rerio_tRNA-Ala-TGC-42-4 (tRNAscan-SE ID: chr21.trna184) Ala (TGC) 72 bp Sc: 64.4 chr21:18549013-18549084 (+)
>Danio_rerio_tRNA-Ala-TGC-43-1 (tRNAscan-SE ID: chr21.trna141) Ala (TGC) 72 bp Sc: 62.8 chr21:18536873-18536944 (+)
>Danio_rerio_tRNA-Ala-TGC-44-1 (tRNAscan-SE ID: chr21.trna22) Ala (TGC) 72 bp Sc: 67.4 chr21:18502957-18503028 (+)
>Danio_rerio_tRNA-Ala-TGC-44-10 (tRNAscan-SE ID: chr21.trna195) Ala (TGC) 72 bp Sc: 67.4 chr21:18552179-18552250 (+)
>Danio_rerio_tRNA-Ala-TGC-44-11 (tRNAscan-SE ID: chr21.trna210) Ala (TGC) 72 bp Sc: 67.4 chr21:18556475-18556546 (+)
>Danio_rerio_tRNA-Ala-TGC-44-12 (tRNAscan-SE ID: chr21.trna218) Ala (TGC) 72 bp Sc: 67.4 chr21:18558759-18558830 (+)
>Danio_rerio_tRNA-Ala-TGC-44-13 (tRNAscan-SE ID: chr21.trna225) Ala (TGC) 72 bp Sc: 67.4 chr21:18560759-18560830 (+)
>Danio_rerio_tRNA-Ala-TGC-44-2 (tRNAscan-SE ID: chr21.trna41) Ala (TGC) 72 bp Sc: 67.4 chr21:18508405-18508476 (+)
>Danio_rerio_tRNA-Ala-TGC-44-3 (tRNAscan-SE ID: chr21.trna53) Ala (TGC) 72 bp Sc: 67.4 chr21:18511818-18511889 (+)
>Danio_rerio_tRNA-Ala-TGC-44-4 (tRNAscan-SE ID: chr21.trna63) Ala (TGC) 72 bp Sc: 67.4 chr21:18514683-18514754 (+)
>Danio_rerio_tRNA-Ala-TGC-44-5 (tRNAscan-SE ID: chr21.trna69) Ala (TGC) 72 bp Sc: 67.4 chr21:18516398-18516469 (+)
>Danio_rerio_tRNA-Ala-TGC-44-6 (tRNAscan-SE ID: chr21.trna82) Ala (TGC) 72 bp Sc: 67.4 chr21:18520107-18520178 (+)
>Danio_rerio_tRNA-Ala-TGC-44-7 (tRNAscan-SE ID: chr21.trna100) Ala (TGC) 72 bp Sc: 67.4 chr21:18525191-18525262 (+)
>Danio_rerio_tRNA-Ala-TGC-44-8 (tRNAscan-SE ID: chr21.trna113) Ala (TGC) 72 bp Sc: 67.4 chr21:18528923-18528994 (+)
>Danio_rerio_tRNA-Ala-TGC-44-9 (tRNAscan-SE ID: chr21.trna176) Ala (TGC) 72 bp Sc: 67.4 chr21:18546727-18546798 (+)
>Danio_rerio_tRNA-Ala-TGC-45-1 (tRNAscan-SE ID: chr21.trna255) Ala (TGC) 72 bp Sc: 63.5 chr21:18569102-18569173 (+)
>Danio_rerio_tRNA-Ala-TGC-46-1 (tRNAscan-SE ID: chr21.trna231) Ala (TGC) 72 bp Sc: 60.6 chr21:18562457-18562528 (+)
>Danio_rerio_tRNA-Ala-TGC-47-1 (tRNAscan-SE ID: chr21.trna175) Ala (TGC) 72 bp Sc: 64.0 chr21:18546429-18546500 (+)
>Danio_rerio_tRNA-Ala-TGC-5-1 (tRNAscan-SE ID: chr21.trna103) Ala (TGC) 72 bp Sc: 77.0 chr21:18526043-18526114 (+)
>Danio_rerio_tRNA-Ala-TGC-5-2 (tRNAscan-SE ID: chr21.trna246) Ala (TGC) 72 bp Sc: 77.0 chr21:18566747-18566818 (+)
>Danio_rerio_tRNA-Ala-TGC-6-1 (tRNAscan-SE ID: chr21.trna154) Ala (TGC) 72 bp Sc: 72.0 chr21:18540543-18540614 (+)
>Danio_rerio_tRNA-Ala-TGC-7-1 (tRNAscan-SE ID: chr21.trna68) Ala (TGC) 72 bp Sc: 72.6 chr21:18516100-18516171 (+)
>Danio_rerio_tRNA-Ala-TGC-8-1 (tRNAscan-SE ID: chr21.trna169) Ala (TGC) 72 bp Sc: 73.8 chr21:18544733-18544804 (+)
>Danio_rerio_tRNA-Ala-TGC-9-1 (tRNAscan-SE ID: chr21.trna12) Ala (TGC) 72 bp Sc: 75.6 chr21:18500075-18500146 (+)
>Danio_rerio_tRNA-Ala-TGC-9-2 (tRNAscan-SE ID: chr21.trna128) Ala (TGC) 72 bp Sc: 75.6 chr21:18533188-18533259 (+)
>Danio_rerio_tRNA-Arg-ACG-1-1 (tRNAscan-SE ID: chr4.trna171) Arg (ACG) 73 bp Sc: 64.2 chr4:31158976-31159048 (+)
>Danio_rerio_tRNA-Arg-ACG-1-10 (tRNAscan-SE ID: chr4.trna10784) Arg (ACG) 73 bp Sc: 64.2 chr4:39015706-39015778 (-)
>Danio_rerio_tRNA-Arg-ACG-1-100 (tRNAscan-SE ID: chrUn_KN149682v1.trna137) Arg (ACG) 73 bp Sc: 64.2 chrUn_KN149682v1:23964-24036 (-)
>Danio_rerio_tRNA-Arg-ACG-1-101 (tRNAscan-SE ID: chrUn_KN149682v1.trna134) Arg (ACG) 73 bp Sc: 64.2 chrUn_KN149682v1:26194-26266 (-)
>Danio_rerio_tRNA-Arg-ACG-1-102 (tRNAscan-SE ID: chrUn_KN149682v1.trna131) Arg (ACG) 73 bp Sc: 64.2 chrUn_KN149682v1:28424-28496 (-)
>Danio_rerio_tRNA-Arg-ACG-1-103 (tRNAscan-SE ID: chrUn_KN149682v1.trna128) Arg (ACG) 73 bp Sc: 64.2 chrUn_KN149682v1:30654-30726 (-)
>Danio_rerio_tRNA-Arg-ACG-1-104 (tRNAscan-SE ID: chrUn_KN149682v1.trna125) Arg (ACG) 73 bp Sc: 64.2 chrUn_KN149682v1:32884-32956 (-)
>Danio_rerio_tRNA-Arg-ACG-1-105 (tRNAscan-SE ID: chrUn_KN149682v1.trna122) Arg (ACG) 73 bp Sc: 64.2 chrUn_KN149682v1:35114-35186 (-)
>Danio_rerio_tRNA-Arg-ACG-1-106 (tRNAscan-SE ID: chrUn_KN149682v1.trna119) Arg (ACG) 73 bp Sc: 64.2 chrUn_KN149682v1:37344-37416 (-)
>Danio_rerio_tRNA-Arg-ACG-1-107 (tRNAscan-SE ID: chrUn_KN149682v1.trna116) Arg (ACG) 73 bp Sc: 64.2 chrUn_KN149682v1:39574-39646 (-)
>Danio_rerio_tRNA-Arg-ACG-1-108 (tRNAscan-SE ID: chrUn_KN149682v1.trna113) Arg (ACG) 73 bp Sc: 64.2 chrUn_KN149682v1:41804-41876 (-)
>Danio_rerio_tRNA-Arg-ACG-1-109 (tRNAscan-SE ID: chrUn_KN149694v1.trna16) Arg (ACG) 73 bp Sc: 64.2 chrUn_KN149694v1:109539-109611 (+)
>Danio_rerio_tRNA-Arg-ACG-1-11 (tRNAscan-SE ID: chr4.trna10582) Arg (ACG) 73 bp Sc: 64.2 chr4:40091922-40091994 (-)
>Danio_rerio_tRNA-Arg-ACG-1-110 (tRNAscan-SE ID: chrUn_KN149694v1.trna22) Arg (ACG) 73 bp Sc: 64.2 chrUn_KN149694v1:114058-114130 (+)
>Danio_rerio_tRNA-Arg-ACG-1-111 (tRNAscan-SE ID: chrUn_KN149847v1.trna6) Arg (ACG) 73 bp Sc: 64.2 chrUn_KN149847v1:31325-31397 (+)
>Danio_rerio_tRNA-Arg-ACG-1-112 (tRNAscan-SE ID: chrUn_KN149847v1.trna11) Arg (ACG) 73 bp Sc: 64.2 chrUn_KN149847v1:34839-34911 (+)
>Danio_rerio_tRNA-Arg-ACG-1-113 (tRNAscan-SE ID: chrUn_KN149847v1.trna14) Arg (ACG) 73 bp Sc: 64.2 chrUn_KN149847v1:37095-37167 (+)
>Danio_rerio_tRNA-Arg-ACG-1-114 (tRNAscan-SE ID: chrUn_KN150105v1.trna64) Arg (ACG) 73 bp Sc: 64.2 chrUn_KN150105v1:130-202 (-)
>Danio_rerio_tRNA-Arg-ACG-1-115 (tRNAscan-SE ID: chrUn_KN150331v1.trna6) Arg (ACG) 73 bp Sc: 64.2 chrUn_KN150331v1:3978-4050 (+)
>Danio_rerio_tRNA-Arg-ACG-1-116 (tRNAscan-SE ID: chrUn_KZ116044v1.trna9) Arg (ACG) 73 bp Sc: 64.2 chrUn_KZ116044v1:26356-26428 (+)
>Danio_rerio_tRNA-Arg-ACG-1-12 (tRNAscan-SE ID: chr4.trna1667) Arg (ACG) 73 bp Sc: 64.2 chr4:41248729-41248801 (+)
>Danio_rerio_tRNA-Arg-ACG-1-13 (tRNAscan-SE ID: chr4.trna1673) Arg (ACG) 73 bp Sc: 64.2 chr4:41253179-41253251 (+)
>Danio_rerio_tRNA-Arg-ACG-1-14 (tRNAscan-SE ID: chr4.trna10400) Arg (ACG) 73 bp Sc: 64.2 chr4:41802510-41802582 (-)
>Danio_rerio_tRNA-Arg-ACG-1-15 (tRNAscan-SE ID: chr4.trna10394) Arg (ACG) 73 bp Sc: 64.2 chr4:41806960-41807032 (-)
>Danio_rerio_tRNA-Arg-ACG-1-16 (tRNAscan-SE ID: chr4.trna10391) Arg (ACG) 73 bp Sc: 64.2 chr4:41809186-41809258 (-)
>Danio_rerio_tRNA-Arg-ACG-1-17 (tRNAscan-SE ID: chr4.trna10255) Arg (ACG) 73 bp Sc: 64.2 chr4:43033995-43034067 (-)
>Danio_rerio_tRNA-Arg-ACG-1-18 (tRNAscan-SE ID: chr4.trna10252) Arg (ACG) 73 bp Sc: 64.2 chr4:43036225-43036297 (-)
>Danio_rerio_tRNA-Arg-ACG-1-19 (tRNAscan-SE ID: chr4.trna10249) Arg (ACG) 73 bp Sc: 64.2 chr4:43038455-43038527 (-)
>Danio_rerio_tRNA-Arg-ACG-1-2 (tRNAscan-SE ID: chr4.trna11908) Arg (ACG) 73 bp Sc: 64.2 chr4:34185890-34185962 (-)
>Danio_rerio_tRNA-Arg-ACG-1-20 (tRNAscan-SE ID: chr4.trna10246) Arg (ACG) 73 bp Sc: 64.2 chr4:43040600-43040672 (-)
>Danio_rerio_tRNA-Arg-ACG-1-21 (tRNAscan-SE ID: chr4.trna2547) Arg (ACG) 73 bp Sc: 64.2 chr4:47122316-47122388 (+)
>Danio_rerio_tRNA-Arg-ACG-1-22 (tRNAscan-SE ID: chr4.trna2552) Arg (ACG) 73 bp Sc: 64.2 chr4:47126536-47126608 (+)
>Danio_rerio_tRNA-Arg-ACG-1-23 (tRNAscan-SE ID: chr4.trna9557) Arg (ACG) 73 bp Sc: 64.2 chr4:48463042-48463114 (-)
>Danio_rerio_tRNA-Arg-ACG-1-24 (tRNAscan-SE ID: chr4.trna9554) Arg (ACG) 73 bp Sc: 64.2 chr4:48465272-48465344 (-)
>Danio_rerio_tRNA-Arg-ACG-1-25 (tRNAscan-SE ID: chr4.trna2762) Arg (ACG) 73 bp Sc: 64.2 chr4:49090417-49090489 (+)
>Danio_rerio_tRNA-Arg-ACG-1-26 (tRNAscan-SE ID: chr4.trna2768) Arg (ACG) 73 bp Sc: 64.2 chr4:49094879-49094951 (+)
>Danio_rerio_tRNA-Arg-ACG-1-27 (tRNAscan-SE ID: chr4.trna8965) Arg (ACG) 73 bp Sc: 64.2 chr4:52450988-52451060 (-)
>Danio_rerio_tRNA-Arg-ACG-1-28 (tRNAscan-SE ID: chr4.trna3470) Arg (ACG) 73 bp Sc: 64.2 chr4:53224996-53225068 (+)
>Danio_rerio_tRNA-Arg-ACG-1-29 (tRNAscan-SE ID: chr4.trna8481) Arg (ACG) 73 bp Sc: 64.2 chr4:54931997-54932069 (-)
>Danio_rerio_tRNA-Arg-ACG-1-3 (tRNAscan-SE ID: chr4.trna11591) Arg (ACG) 73 bp Sc: 64.2 chr4:36672468-36672540 (-)
>Danio_rerio_tRNA-Arg-ACG-1-30 (tRNAscan-SE ID: chr4.trna3888) Arg (ACG) 73 bp Sc: 64.2 chr4:56044589-56044661 (+)
>Danio_rerio_tRNA-Arg-ACG-1-31 (tRNAscan-SE ID: chr4.trna3891) Arg (ACG) 73 bp Sc: 64.2 chr4:56046836-56046908 (+)
>Danio_rerio_tRNA-Arg-ACG-1-32 (tRNAscan-SE ID: chr4.trna3894) Arg (ACG) 73 bp Sc: 64.2 chr4:56049085-56049157 (+)
>Danio_rerio_tRNA-Arg-ACG-1-33 (tRNAscan-SE ID: chr4.trna3897) Arg (ACG) 73 bp Sc: 64.2 chr4:56051334-56051406 (+)
>Danio_rerio_tRNA-Arg-ACG-1-34 (tRNAscan-SE ID: chr4.trna3900) Arg (ACG) 73 bp Sc: 64.2 chr4:56053590-56053662 (+)
>Danio_rerio_tRNA-Arg-ACG-1-35 (tRNAscan-SE ID: chr4.trna8159) Arg (ACG) 73 bp Sc: 64.2 chr4:57023611-57023683 (-)
>Danio_rerio_tRNA-Arg-ACG-1-36 (tRNAscan-SE ID: chr4.trna8156) Arg (ACG) 73 bp Sc: 64.2 chr4:57025842-57025914 (-)
>Danio_rerio_tRNA-Arg-ACG-1-37 (tRNAscan-SE ID: chr4.trna8085) Arg (ACG) 73 bp Sc: 64.2 chr4:57834402-57834474 (-)
>Danio_rerio_tRNA-Arg-ACG-1-38 (tRNAscan-SE ID: chr4.trna8082) Arg (ACG) 73 bp Sc: 64.2 chr4:57836631-57836703 (-)
>Danio_rerio_tRNA-Arg-ACG-1-39 (tRNAscan-SE ID: chr4.trna4598) Arg (ACG) 73 bp Sc: 64.2 chr4:60337267-60337339 (+)
>Danio_rerio_tRNA-Arg-ACG-1-4 (tRNAscan-SE ID: chr4.trna11586) Arg (ACG) 73 bp Sc: 64.2 chr4:36677583-36677655 (-)
>Danio_rerio_tRNA-Arg-ACG-1-40 (tRNAscan-SE ID: chr4.trna4647) Arg (ACG) 73 bp Sc: 64.2 chr4:60822640-60822712 (+)
>Danio_rerio_tRNA-Arg-ACG-1-41 (tRNAscan-SE ID: chr4.trna4650) Arg (ACG) 73 bp Sc: 64.2 chr4:60824898-60824970 (+)
>Danio_rerio_tRNA-Arg-ACG-1-42 (tRNAscan-SE ID: chr4.trna4653) Arg (ACG) 73 bp Sc: 64.2 chr4:60827155-60827227 (+)
>Danio_rerio_tRNA-Arg-ACG-1-43 (tRNAscan-SE ID: chr4.trna4659) Arg (ACG) 73 bp Sc: 64.2 chr4:60831666-60831738 (+)
>Danio_rerio_tRNA-Arg-ACG-1-44 (tRNAscan-SE ID: chr4.trna7162) Arg (ACG) 73 bp Sc: 64.2 chr4:61824127-61824199 (-)
>Danio_rerio_tRNA-Arg-ACG-1-45 (tRNAscan-SE ID: chr4.trna5439) Arg (ACG) 73 bp Sc: 64.2 chr4:65102249-65102321 (+)
>Danio_rerio_tRNA-Arg-ACG-1-46 (tRNAscan-SE ID: chr4.trna5442) Arg (ACG) 73 bp Sc: 64.2 chr4:65104482-65104554 (+)
>Danio_rerio_tRNA-Arg-ACG-1-47 (tRNAscan-SE ID: chr4.trna5445) Arg (ACG) 73 bp Sc: 64.2 chr4:65106721-65106793 (+)
>Danio_rerio_tRNA-Arg-ACG-1-48 (tRNAscan-SE ID: chr4.trna5450) Arg (ACG) 73 bp Sc: 64.2 chr4:65110559-65110631 (+)
>Danio_rerio_tRNA-Arg-ACG-1-49 (tRNAscan-SE ID: chr4.trna5453) Arg (ACG) 73 bp Sc: 64.2 chr4:65112793-65112865 (+)
>Danio_rerio_tRNA-Arg-ACG-1-5 (tRNAscan-SE ID: chr4.trna11583) Arg (ACG) 73 bp Sc: 64.2 chr4:36711842-36711914 (-)
>Danio_rerio_tRNA-Arg-ACG-1-50 (tRNAscan-SE ID: chr4.trna5456) Arg (ACG) 73 bp Sc: 64.2 chr4:65115022-65115094 (+)
>Danio_rerio_tRNA-Arg-ACG-1-51 (tRNAscan-SE ID: chr4.trna5459) Arg (ACG) 73 bp Sc: 64.2 chr4:65117250-65117322 (+)
>Danio_rerio_tRNA-Arg-ACG-1-52 (tRNAscan-SE ID: chr4.trna5777) Arg (ACG) 73 bp Sc: 64.2 chr4:68283239-68283311 (+)
>Danio_rerio_tRNA-Arg-ACG-1-53 (tRNAscan-SE ID: chr4.trna5780) Arg (ACG) 73 bp Sc: 64.2 chr4:68285496-68285568 (+)
>Danio_rerio_tRNA-Arg-ACG-1-54 (tRNAscan-SE ID: chr4.trna5783) Arg (ACG) 73 bp Sc: 64.2 chr4:68290732-68290804 (+)
>Danio_rerio_tRNA-Arg-ACG-1-55 (tRNAscan-SE ID: chr4.trna5786) Arg (ACG) 73 bp Sc: 64.2 chr4:68292962-68293034 (+)
>Danio_rerio_tRNA-Arg-ACG-1-56 (tRNAscan-SE ID: chr4.trna5789) Arg (ACG) 73 bp Sc: 64.2 chr4:68295218-68295290 (+)
>Danio_rerio_tRNA-Arg-ACG-1-57 (tRNAscan-SE ID: chr4.trna5795) Arg (ACG) 73 bp Sc: 64.2 chr4:68299731-68299803 (+)
>Danio_rerio_tRNA-Arg-ACG-1-58 (tRNAscan-SE ID: chr4.trna5798) Arg (ACG) 73 bp Sc: 64.2 chr4:68301987-68302059 (+)
>Danio_rerio_tRNA-Arg-ACG-1-59 (tRNAscan-SE ID: chr4.trna5801) Arg (ACG) 73 bp Sc: 64.2 chr4:68304243-68304315 (+)
>Danio_rerio_tRNA-Arg-ACG-1-6 (tRNAscan-SE ID: chr4.trna11580) Arg (ACG) 73 bp Sc: 64.2 chr4:36714101-36714173 (-)
>Danio_rerio_tRNA-Arg-ACG-1-60 (tRNAscan-SE ID: chr4.trna5807) Arg (ACG) 73 bp Sc: 64.2 chr4:68308756-68308828 (+)
>Danio_rerio_tRNA-Arg-ACG-1-61 (tRNAscan-SE ID: chr4.trna5813) Arg (ACG) 73 bp Sc: 64.2 chr4:68313269-68313341 (+)
>Danio_rerio_tRNA-Arg-ACG-1-62 (tRNAscan-SE ID: chr4.trna5816) Arg (ACG) 73 bp Sc: 64.2 chr4:68315524-68315596 (+)
>Danio_rerio_tRNA-Arg-ACG-1-63 (tRNAscan-SE ID: chr4.trna5819) Arg (ACG) 73 bp Sc: 64.2 chr4:68317780-68317852 (+)
>Danio_rerio_tRNA-Arg-ACG-1-64 (tRNAscan-SE ID: chr4.trna5822) Arg (ACG) 73 bp Sc: 64.2 chr4:68320036-68320108 (+)
>Danio_rerio_tRNA-Arg-ACG-1-65 (tRNAscan-SE ID: chr4.trna5825) Arg (ACG) 73 bp Sc: 64.2 chr4:68322293-68322365 (+)
>Danio_rerio_tRNA-Arg-ACG-1-66 (tRNAscan-SE ID: chr4.trna5828) Arg (ACG) 73 bp Sc: 64.2 chr4:68324549-68324621 (+)
>Danio_rerio_tRNA-Arg-ACG-1-67 (tRNAscan-SE ID: chr4.trna6209) Arg (ACG) 73 bp Sc: 64.2 chr4:71835365-71835437 (-)
>Danio_rerio_tRNA-Arg-ACG-1-68 (tRNAscan-SE ID: chr7.trna9) Arg (ACG) 73 bp Sc: 64.2 chr7:14390302-14390374 (+)
>Danio_rerio_tRNA-Arg-ACG-1-69 (tRNAscan-SE ID: chr8.trna15) Arg (ACG) 73 bp Sc: 64.2 chr8:23672100-23672172 (+)
>Danio_rerio_tRNA-Arg-ACG-1-7 (tRNAscan-SE ID: chr4.trna10903) Arg (ACG) 73 bp Sc: 64.2 chr4:38655571-38655643 (-)
>Danio_rerio_tRNA-Arg-ACG-1-70 (tRNAscan-SE ID: chr15.trna195) Arg (ACG) 73 bp Sc: 64.2 chr15:16474811-16474883 (-)
>Danio_rerio_tRNA-Arg-ACG-1-71 (tRNAscan-SE ID: chr15.trna189) Arg (ACG) 73 bp Sc: 64.2 chr15:16479939-16480011 (-)
>Danio_rerio_tRNA-Arg-ACG-1-72 (tRNAscan-SE ID: chr15.trna180) Arg (ACG) 73 bp Sc: 64.2 chr15:16486647-16486719 (-)
>Danio_rerio_tRNA-Arg-ACG-1-73 (tRNAscan-SE ID: chr15.trna177) Arg (ACG) 73 bp Sc: 64.2 chr15:16488883-16488955 (-)
>Danio_rerio_tRNA-Arg-ACG-1-74 (tRNAscan-SE ID: chr15.trna174) Arg (ACG) 73 bp Sc: 64.2 chr15:16491119-16491191 (-)
>Danio_rerio_tRNA-Arg-ACG-1-75 (tRNAscan-SE ID: chr15.trna171) Arg (ACG) 73 bp Sc: 64.2 chr15:16493355-16493427 (-)
>Danio_rerio_tRNA-Arg-ACG-1-76 (tRNAscan-SE ID: chr15.trna168) Arg (ACG) 73 bp Sc: 64.2 chr15:16495592-16495664 (-)
>Danio_rerio_tRNA-Arg-ACG-1-77 (tRNAscan-SE ID: chr15.trna165) Arg (ACG) 73 bp Sc: 64.2 chr15:16497828-16497900 (-)
>Danio_rerio_tRNA-Arg-ACG-1-78 (tRNAscan-SE ID: chr15.trna162) Arg (ACG) 73 bp Sc: 64.2 chr15:16500064-16500136 (-)
>Danio_rerio_tRNA-Arg-ACG-1-79 (tRNAscan-SE ID: chr15.trna159) Arg (ACG) 73 bp Sc: 64.2 chr15:16502300-16502372 (-)
>Danio_rerio_tRNA-Arg-ACG-1-8 (tRNAscan-SE ID: chr4.trna10900) Arg (ACG) 73 bp Sc: 64.2 chr4:38681026-38681098 (-)
>Danio_rerio_tRNA-Arg-ACG-1-80 (tRNAscan-SE ID: chr15.trna156) Arg (ACG) 73 bp Sc: 64.2 chr15:16504536-16504608 (-)
>Danio_rerio_tRNA-Arg-ACG-1-81 (tRNAscan-SE ID: chr15.trna153) Arg (ACG) 73 bp Sc: 64.2 chr15:16506772-16506844 (-)
